site_id,unit_id,read_date,salinity_ppt,dissolved_oxygen_mg_l,ph_standard_units,secchi_depth_m,water_depth_m,water_temp_c,air_temp_c,air_temp_f,time_24h,year
C,,10/18/2007,0.0,,,0.3,0.3,23.0,,70.0,0:00,2007
C,,11/1/2007,0.0,5.3,7.0,0.35,0.35,28.0,,68.0,0:00,2007
C,,11/12/2007,,,7.5,0.3,0.3,16.0,,56.0,0:00,2007
C,,12/6/2007,0.0,6.2,7.0,0.5,0.75,5.0,,37.0,0:00,2007
C,,12/20/2007,0.0,5.2,6.5,0.6,0.65,7.0,,40.0,0:00,2007
D,,1/4/2007,0.0,7.6,5.0,1.2,1.6,54.0,,12.0,0:00,2007
D,,1/18/2007,0.0,,6.0,0.9,0.9,7.0,,57.0,0:00,2007
D,,2/2/2007,0.0,10.0,6.5,2.0,2.0,5.0,,43.0,0:00,2007
D,,2/15/2007,0.0,,6.5,1.9,1.9,4.0,,26.0,0:00,2007
D,,3/1/2007,,8.8,6.0,1.4,1.4,10.0,,50.0,0:00,2007
D,,4/6/2007,0.0,7.1,6.0,1.0,1.3,14.0,,46.0,0:00,2007
D,,4/19/2007,0.0,,6.5,1.0,1.3,12.0,,52.0,0:00,2007
D,,5/3/2007,0.0,5.9,6.5,0.9,2.0,20.0,,59.0,0:00,2007
D,,5/31/2007,0.0,,6.5,1.0,1.1,27.0,,74.0,0:00,2007
D,,6/14/2007,0.0,5.9,6.5,0.9,1.1,21.0,,67.0,0:00,2007
D,,7/5/2007,0.0,3.9,6.5,0.5,0.9,24.0,,82.0,0:00,2007
D,,7/19/2007,0.0,5.2,,0.8,0.9,29.0,,80.0,0:00,2007
D,,8/2/2007,0.0,,7.5,0.8,1.1,31.0,,81.0,0:00,2007
D,,8/21/2007,0.0,5.7,7.0,0.7,0.9,28.0,,80.0,0:00,2007
D,,9/6/2007,0.0,,8.5,0.75,0.9,28.0,,83.0,0:00,2007
D,,9/27/2007,0.0,4.1,8.5,0.5,0.8,26.0,,73.0,0:00,2007
D,,10/11/2007,0.0,3.3,7.0,0.6,0.9,22.0,,66.0,0:00,2007
D,,10/18/2007,0.0,,,0.75,0.85,23.0,,70.0,0:00,2007
D,,11/1/2007,0.0,5.9,7.0,0.75,1.0,28.0,,68.0,0:00,2007
D,,11/12/2007,,,7.0,0.8,1.1,18.0,,56.0,0:00,2007
D,,12/6/2007,0.0,8.7,7.0,1.0,1.0,5.0,,37.0,0:00,2007
D,,12/20/2007,0.0,6.3,6.0,1.1,1.1,7.0,,40.0,0:00,2007
Bay,,1/4/2007,0.0,9.0,6.5,0.6,0.6,12.0,,54.0,0:00,2007
Bay,,1/18/2007,0.0,10.1,6.5,0.2,0.2,6.0,,47.0,0:00,2007
Bay,,2/2/2007,0.0,8.1,6.5,0.45,0.45,5.0,,42.0,0:00,2007
Bay,,2/15/2007,0.0,9.3,6.5,0.3,0.3,3.0,,26.0,0:00,2007
Bay,,3/1/2007,,7.2,6.5,0.3,0.4,9.0,,48.0,0:00,2007
Bay,,3/21/2007,0.0,8.7,6.5,0.3,0.37,11.0,,51.0,0:00,2007
Bay,,4/6/2007,0.0,9.9,6.5,0.4,0.45,11.0,,46.0,0:00,2007
Bay,,4/19/2007,0.0,8.7,6.5,0.1,0.2,13.0,,57.0,0:00,2007
Bay,,5/3/2007,0.0,7.2,6.5,0.4,0.7,19.0,,59.0,0:00,2007
Bay,,5/24/2007,0.0,6.9,7.0,0.5,0.6,20.0,,65.0,0:00,2007
Bay,,5/31/2007,0.0,,6.5,0.45,0.65,24.0,,74.0,0:00,2007
Bay,,6/14/2007,0.0,8.8,6.5,7.4,7.4,20.0,,67.0,0:00,2007
Bay,,7/5/2007,0.0,,7.5,0.9,1.0,28.0,,74.0,0:00,2007
Bay,,7/19/2007,0.0,4.7,7.0,0.3,0.7,27.0,,80.0,0:00,2007
Bay,,8/2/2007,0.0,3.2,8.0,0.45,0.55,28.0,,78.0,0:00,2007
Bay,,8/21/2007,0.0,5.1,7.5,0.4,0.8,26.0,,80.0,0:00,2007
Bay,,9/6/2007,0.0,4.2,8.5,0.5,0.65,25.0,,81.0,0:00,2007
Bay,,9/27/2007,0.0,3.2,8.0,0.5,0.9,25.0,,73.0,0:00,2007
Bay,,10/11/2007,0.0,3.2,7.0,0.4,0.7,23.0,,65.0,0:00,2007
Bay,,10/18/2007,0.0,4.2,,0.4,0.8,21.0,,70.0,0:00,2007
Bay,,11/1/2007,0.0,3.7,7.0,0.4,0.7,28.0,,68.0,0:00,2007
Bay,,11/12/2007,0.0,4.1,7.0,0.55,0.6,13.0,,57.0,0:00,2007
Bay,,12/6/2007,0.0,6.8,7.0,0.25,0.25,5.0,,37.0,0:00,2007
Bay,,12/20/2007,0.0,6.3,7.0,0.4,0.6,6.0,,39.0,0:00,2007
A,,1/3/2008,0.0,,6.5,1.0,1.3,4.0,,29.0,0:00,2008
A,,1/17/2008,1.0,,6.5,1.2,1.3,6.0,,42.0,0:00,2008
A,,2/7/2008,0.0,,6.5,0.2,0.9,15.0,,61.0,0:00,2008
A,,2/19/2008,0.0,5.1,6.5,0.7,2.1,12.0,,46.0,0:00,2008
A,,3/7/2008,0.0,,6.5,0.9,0.9,4.0,,45.0,0:00,2008
A,,3/21/2008,0.0,4.8,6.5,0.8,1.5,15.0,,48.0,0:00,2008
A,,4/3/2009,0.0,,7.0,0.5,1.2,14.0,,48.0,0:00,2009
A,,4/17/2008,0.0,4.0,6.5,0.5,1.2,16.0,,59.0,0:00,2008
A,,5/22/2008,0.0,4.3,7.0,0.6,1.0,22.0,,67.0,0:00,2008
A,,6/5/2008,0.0,,8.2,0.6,0.8,28.0,,79.0,0:00,2008
A,,6/19/2008,1.0,5.2,7.0,0.6,0.7,27.0,,,,2008
A,,7/3/2008,1.0,,7.0,0.8,0.1,29.0,,86.0,0:00,2008
A,,7/21/2008,1.0,3.8,6.5,0.7,1.3,32.0,,85.0,0:00,2008
A,,8/7/2008,0.0,,6.5,0.6,1.0,29.0,,80.0,0:00,2008
A,,8/21/2008,,,6.5,0.7,0.9,26.0,,75.0,0:00,2008
A,,9/9/2008,1.0,,,0.5,1.0,28.0,,74.0,0:00,2008
A,,9/23/2008,1.0,6.6,7.0,0.5,0.5,20.0,,68.0,0:00,2008
A,,10/9/2008,0.0,,6.5,0.8,1.0,21.5,,70.0,0:00,2008
A,,10/28/2008,1.0,,7.0,0.9,0.9,13.0,,45.0,0:00,2008
A,,11/6/2008,1.0,6.8,6.5,0.8,0.85,15.0,,60.0,0:00,2008
A,,11/18/2008,1.0,,6.5,0.5,0.5,8.5,,42.0,0:00,2008
A,,12/4/2008,1.0,,6.5,1.6,1.7,8.0,,48.0,0:00,2008
A,,12/16/2008,1.0,,6.5,0.55,0.55,10.0,,49.0,0:00,2008
B,,1/3/2008,0.0,,7.0,0.4,0.4,0.0,,29.0,0:00,2008
B,,1/17/2008,1.0,4.9,7.0,0.7,0.9,5.0,,42.0,0:00,2008
B,,2/7/2008,0.0,,7.0,0.45,0.45,15.0,,61.0,0:00,2008
B,,2/19/2008,0.0,6.2,,0.53,0.53,12.0,,47.0,0:00,2008
B,,3/7/2008,0.0,,7.0,,,5.0,,45.0,,2008
B,,3/21/2008,0.0,6.9,8.0,0.6,0.6,13.0,,49.0,0:00,2008
B,,4/3/2008,0.0,,8.5,0.2,0.6,14.0,,48.0,0:00,2008
B,,4/17/2008,0.0,5.3,8.5,0.55,0.55,13.0,,59.0,0:00,2008
B,,5/8/2008,0.0,,6.5,0.3,1.0,22.0,,70.0,0:00,2008
B,,5/22/2008,0.0,5.2,7.0,0.4,0.4,22.0,,68.0,0:00,2008
B,,6/5/2008,0.0,,8.0,0.4,0.4,27.0,,79.0,0:00,2008
B,,6/19/2008,1.0,5.9,7.5,0.2,0.4,26.0,,,,2008
B,,7/3/2008,1.0,,7.0,0.3,0.3,28.0,,87.0,0:00,2008
B,,7/21/2008,1.0,2.8,7.5,2.5,2.5,30.0,,85.0,0:00,2008
B,,8/7/2008,0.0,,8.5,0.35,0.35,28.0,,80.0,0:00,2008
B,,8/21/2008,,,7.0,0.2,0.2,26.0,,75.0,0:00,2008
B,,9/9/2008,1.0,,,0.2,0.2,28.0,,74.0,0:00,2008
B,,9/23/2008,2.0,3.9,7.0,0.1,0.2,20.0,,68.0,0:00,2008
B,,10/9/2008,0.0,,6.5,0.2,0.3,21.0,,70.0,0:00,2008
B,,10/28/2008,1.0,,7.5,0.3,0.3,11.0,,45.0,0:00,2008
B,,11/6/2008,3.0,7.0,7.5,0.3,0.3,15.0,,60.0,0:00,2008
B,,11/18/2008,1.0,,7.0,0.4,0.5,7.0,,42.0,0:00,2008
B,,12/4/2008,0.0,,,0.4,0.4,8.0,,47.0,0:00,2008
B,,12/16/2008,1.0,,7.0,0.6,0.6,11.0,,49.0,0:00,2008
C,,1/3/2008,0.0,,7.0,0.65,0.7,0.0,,29.0,0:00,2008
C,,1/17/2008,1.0,,7.0,0.6,0.6,5.0,,42.0,0:00,2008
C,,2/7/2008,0.0,4.3,7.0,0.7,0.7,16.0,,61.0,0:00,2008
C,,2/19/2008,0.0,,7.0,0.7,0.7,12.0,,48.0,0:00,2008
C,,3/7/2008,0.0,5.2,7.0,0.6,0.6,4.0,,45.0,0:00,2008
C,,3/21/2008,0.0,,8.0,0.5,0.5,14.0,,49.0,0:00,2008
C,,4/3/2008,0.0,6.5,7.0,0.3,0.5,13.0,,48.0,0:00,2008
C,,5/8/2008,0.0,2.3,7.0,0.4,0.6,20.0,,70.0,0:00,2008
C,,5/22/2008,0.0,,7.0,0.45,0.6,22.0,,68.0,0:00,2008
C,,6/5/2008,0.0,5.4,8.0,0.25,0.4,29.0,,78.0,0:00,2008
C,,6/19/2008,2.0,,8.5,0.25,0.5,27.0,,,,2008
C,,7/3/2008,1.0,5.1,7.0,0.4,0.4,29.0,,87.0,0:00,2008
C,,7/21/2008,1.0,,8.0,0.3,0.4,31.0,,85.0,0:00,2008
C,,8/7/2008,2.0,,7.0,0.35,0.35,28.0,,80.0,0:00,2008
C,,8/21/2008,,5.5,8.0,0.2,0.2,5.5,,75.0,0:00,2008
C,,9/9/2008,1.0,3.1,7.5,0.2,0.2,28.0,,74.0,0:00,2008
C,,9/23/2008,1.0,,8.0,0.1,0.1,21.0,,68.0,0:00,2008
C,,10/9/2008,0.0,3.9,8.0,0.2,0.2,21.0,,70.0,0:00,2008
C,,10/28/2008,1.0,6.3,8.0,0.4,0.5,10.0,,45.0,0:00,2008
C,,11/6/2008,2.0,,7.5,0.3,0.3,15.0,,60.0,0:00,2008
C,,11/18/2008,1.0,6.3,7.0,0.5,0.5,8.0,,41.0,0:00,2008
C,,12/4/2008,0.0,7.1,6.0,0.9,1.5,8.0,,47.0,0:00,2008
C,,12/16/2008,1.0,6.4,7.5,0.3,0.5,10.0,,49.0,0:00,2008
D,,1/3/2008,0.0,,6.5,0.8,0.9,3.0,,29.0,0:00,2008
D,,1/17/2008,1.0,5.1,6.5,0.9,1.3,6.0,,42.0,0:00,2008
D,,2/7/2008,0.0,6.5,6.5,1.9,1.9,15.0,,62.0,0:00,2008
D,,2/19/2008,0.0,,6.5,1.2,1.3,12.0,,48.0,0:00,2008
D,,3/7/2008,0.0,8.1,6.5,1.2,2.0,4.0,,45.0,0:00,2008
D,,3/21/2008,0.0,,6.5,0.9,1.5,13.0,,49.0,0:00,2008
D,,4/3/2008,0.0,7.0,6.5,0.7,1.3,12.0,,47.0,0:00,2008
D,,4/17/2008,0.0,,6.5,0.95,1.2,25.0,,60.0,0:00,2008
D,,5/8/2008,0.0,2.2,6.0,0.3,1.5,20.0,,70.0,0:00,2008
D,,5/22/2008,0.0,,6.5,0.6,1.5,22.0,,68.0,0:00,2008
D,,6/5/2008,0.0,5.0,7.0,0.7,1.3,28.0,,83.0,0:00,2008
D,,6/19/2008,1.0,,6.5,0.5,1.3,25.0,,,,2008
D,,7/3/2008,1.0,4.6,7.0,0.6,1.2,27.0,,83.0,0:00,2008
D,,7/21/2008,1.0,,7.5,0.9,1.2,32.0,,85.0,0:00,2008
D,,8/7/2008,0.0,5.0,6.5,0.7,1.2,28.0,,79.0,0:00,2008
D,,8/21/2008,,5.1,6.5,0.6,1.3,26.0,,75.0,0:00,2008
D,,9/9/2008,1.0,6.0,6.5,0.7,1.2,27.0,,73.0,0:00,2008
D,,9/23/2008,0.0,,7.0,0.1,0.15,20.0,,68.0,0:00,2008
D,,10/9/2008,0.0,6.0,6.5,1.0,1.4,21.0,,69.0,0:00,2008
D,,10/28/2008,1.0,8.1,6.5,1.2,1.4,12.0,,45.0,0:00,2008
D,,11/6/2008,2.0,,6.5,1.0,1.2,15.0,,60.0,0:00,2008
D,,11/18/2008,1.0,6.0,6.5,0.7,1.4,10.0,,41.0,0:00,2008
D,,12/4/2008,0.0,,6.5,0.35,0.35,7.0,,47.0,0:00,2008
D,,12/16/2008,1.0,6.4,6.5,0.7,1.5,11.0,,49.0,0:00,2008
Bay,,1/3/2008,0.0,,7.0,0.2,0.4,1.0,,29.0,,2008
Bay,,1/17/2008,1.0,7.1,7.0,0.3,0.3,6.0,,42.0,0:00,2008
Bay,,2/7/2008,0.0,3.0,7.0,0.2,0.8,15.0,,61.0,0:00,2008
Bay,,2/19/2008,0.0,5.3,7.0,0.3,0.7,11.0,,45.0,0:00,2008
Bay,,3/7/2008,0.0,4.0,7.0,0.3,0.7,5.0,,45.0,0:00,2008
Bay,,3/21/2008,0.0,7.5,7.0,0.2,0.7,12.0,,48.0,0:00,2008
Bay,,4/3/2008,1.0,7.9,7.0,0.3,0.4,12.0,,47.0,0:00,2008
Bay,,4/17/2008,0.0,6.4,7.0,0.25,0.25,12.0,,59.0,0:00,2008
Bay,,5/8/2008,0.0,5.3,7.0,0.3,1.0,20.0,,70.0,0:00,2008
Bay,,5/22/2008,0.0,,7.0,0.6,0.85,19.0,,67.0,0:00,2008
Bay,,6/5/2008,0.0,4.9,7.2,0.6,0.88,26.0,,83.0,0:00,2008
Bay,,6/19/2008,4.0,6.2,7.0,0.5,0.6,24.5,,75.0,0:00,2008
Bay,,7/3/2008,1.0,7.3,8.0,0.4,0.4,26.0,,81.0,0:00,2008
Bay,,7/21/2008,2.0,5.6,8.5,0.6,0.7,28.0,,83.0,0:00,2008
Bay,,8/7/2008,3.0,6.6,8.0,0.7,0.7,26.0,,78.0,0:00,2008
Bay,,8/21/2008,,5.9,8.0,0.6,0.6,23.0,,75.0,0:00,2008
Bay,,9/9/2008,2.0,4.5,6.0,0.7,0.825,25.0,,73.0,0:00,2008
Bay,,9/23/2008,3.0,3.7,8.0,1.0,1.0,20.0,,68.0,0:00,2008
Bay,,10/9/2008,0.0,5.3,7.0,0.5,0.6,20.0,,68.0,0:00,2008
Bay,,10/28/2008,3.0,7.0,7.5,0.7,0.9,11.0,,45.0,0:00,2008
Bay,,11/6/2008,3.0,5.9,7.0,0.2,0.3,20.0,,59.0,0:00,2008
Bay,,11/18/2008,1.0,9.3,7.0,0.7,0.7,9.0,,41.0,0:00,2008
Bay,,12/4/2008,1.0,6.6,7.0,0.7,0.7,7.0,,47.0,0:00,2008
Bay,,12/16/2008,1.0,5.6,6.5,0.6,0.85,12.0,,49.0,0:00,2008
A,,1/8/2009,,,6.5,0.7,0.7,0.9,,43.7,16:48,2009
A,,1/27/2009,0.0,6.9,6.5,0.5,0.8,4.0,,38.0,0:00,2009
A,,2/5/2009,0.0,,6.5,0.4,0.4,2.0,,26.0,0:00,2009
A,,2/19/2009,0.0,5.2,6.5,0.8,0.9,10.0,,55.0,0:00,2009
A,,3/5/2009,,,6.5,0.75,0.75,8.0,,40.0,0:00,2009
A,,3/17/2009,,7.1,6.5,0.6,8.5,9.0,,46.0,0:00,2009
A,,4/5/2009,0.0,,7.0,0.5,0.8,15.0,,48.0,0:00,2009
A,,4/21/2009,0.0,3.7,6.5,0.4,0.6,19.0,,61.0,0:00,2009
A,,5/7/2009,0.0,,6.5,0.4,0.6,22.0,,69.0,0:00,2009
A,,5/21/2009,0.0,4.1,7.0,0.5,0.7,21.0,,61.0,0:00,2009
A,,6/2/2009,0.0,,7.0,0.5,0.5,27.0,,76.0,0:00,2009
A,,6/23/2009,0.0,4.2,7.0,0.5,0.5,16.0,,73.0,0:00,2009
A,,7/7/2009,0.0,,6.5,0.6,0.6,28.0,,76.0,0:00,2009
A,,7/21/2009,0.0,3.2,6.5,0.45,0.45,27.0,,72.0,0:00,2009
A,,8/4/2009,0.0,,6.5,0.5,0.5,30.0,,82.0,0:00,2009
A,,8/20/2009,0.0,3.5,6.5,0.5,0.5,29.0,,80.0,0:00,2009
A,,9/1/2009,0.0,,6.5,0.3,0.6,23.0,,70.0,0:00,2009
A,,9/17/2009,0.0,1.9,6.5,0.3,0.6,24.0,,70.0,0:00,2009
A,,10/1/2009,0.0,,6.5,0.5,0.7,20.0,,69.0,0:00,2009
A,,10/20/2009,0.0,6.3,6.5,0.5,0.5,14.0,,42.0,0:00,2009
A,,11/5/2009,0.0,5.9,,0.5,0.5,16.0,,60.0,0:00,2009
A,,11/20/2009,0.0,,6.5,0.5,0.8,15.0,,58.0,0:00,2009
A,,12/1/2009,0.0,6.4,6.5,0.7,0.7,12.0,,46.0,0:00,2009
A,,12/15/2009,1.0,,6.5,0.5,0.8,11.0,,51.0,0:00,2009
B,,1/8/2009,,,6.5,0.5,0.5,8.0,,43.0,0:00,2009
B,,1/27/2009,0.0,8.0,7.0,0.3,0.3,4.0,,38.0,0:00,2009
B,,2/5/2009,0.0,,7.0,0.4,0.4,1.0,,26.0,0:00,2009
B,,2/19/2009,0.0,8.0,7.0,0.25,0.25,10.0,,55.0,0:00,2009
B,,3/5/2009,0.0,,7.0,0.2,0.2,8.0,,40.0,0:00,2009
B,,3/17/2009,,8.6,7.0,0.45,0.45,9.0,,44.0,0:00,2009
B,,4/5/2009,0.0,,7.5,0.2,0.2,13.0,,48.0,0:00,2009
B,,4/21/2009,0.0,5.3,8.0,0.4,0.6,21.0,,62.0,0:00,2009
B,,5/7/2009,0.0,,7.0,0.1,0.3,22.0,,69.0,0:00,2009
B,,5/21/2009,0.0,4.8,9.0,0.1,0.3,20.0,,61.0,0:00,2009
B,,6/2/2009,0.0,,7.0,0.9,0.9,28.0,,76.0,0:00,2009
B,,6/23/2009,0.0,0.8,8.5,0.2,0.2,27.0,,73.0,0:00,2009
B,,7/7/2009,0.0,,7.0,0.2,0.2,27.0,,76.0,0:00,2009
B,,7/21/2009,0.0,1.8,7.0,0.5,0.5,25.0,,72.0,0:00,2009
B,,8/4/2009,0.0,,7.5,0.28,0.28,30.0,,82.0,0:00,2009
B,,8/20/2009,0.0,4.3,7.5,0.4,0.4,29.0,,81.0,0:00,2009
B,,9/1/2009,0.0,,7.5,0.5,0.6,21.0,,70.0,0:00,2009
B,,9/17/2009,0.0,1.1,6.5,0.1,0.6,24.0,,78.0,0:00,2009
B,,10/1/2009,0.0,,6.5,0.5,0.5,20.0,,69.0,0:00,2009
B,,10/20/2009,0.0,6.8,7.0,0.5,0.5,13.0,,58.0,0:00,2009
B,,11/5/2009,0.0,,7.0,0.6,0.6,17.0,,60.0,0:00,2009
B,,11/20/2009,0.0,,6.5,0.48,0.48,16.0,,58.0,0:00,2009
B,,12/1/2009,0.0,5.3,7.0,0.58,0.58,10.0,,47.0,0:00,2009
B,,12/15/2009,1.0,,6.5,0.4,0.4,10.0,,51.0,0:00,2009
C,,1/8/2009,,5.9,6.5,0.5,0.5,8.5,,46.0,0:00,2009
C,,1/27/2009,0.0,,7.0,0.5,0.5,4.0,,38.0,0:00,2009
C,,2/5/2009,0.0,8.4,7.0,0.5,0.5,1.0,,26.0,0:00,2009
C,,2/19/2009,0.0,,7.0,0.5,0.5,11.0,,55.0,0:00,2009
C,,3/5/2009,0.0,7.5,6.5,0.5,0.5,8.0,,40.0,0:00,2009
C,,3/17/2009,,,7.0,0.6,0.6,9.0,,44.0,0:00,2009
C,,4/5/2009,0.0,5.3,6.5,0.5,0.5,12.0,,48.0,0:00,2009
C,,4/21/2009,0.0,,8.5,0.35,0.35,20.0,,63.0,0:00,2009
C,,5/7/2009,0.0,6.0,,0.4,0.4,22.0,,70.0,,2009
C,,5/21/2009,0.0,,8.0,0.4,0.4,20.0,,62.0,0:00,2009
C,,6/2/2009,,3.9,9.0,0.4,0.4,28.0,,75.0,0:00,2009
C,,6/23/2009,0.0,,9.0,0.4,0.8,30.0,,74.0,0:00,2009
C,,7/7/2009,0.0,4.2,6.5,0.35,0.35,26.0,,75.0,0:00,2009
C,,7/21/2009,0.0,,7.0,0.5,0.5,26.0,,73.0,0:00,2009
C,,8/4/2009,0.0,2.5,,0.4,0.4,28.0,,80.0,0:00,2009
C,,8/20/2009,0.0,,7.5,,,29.0,,81.0,0:00,2009
C,,9/1/2009,0.0,4.6,7.5,0.6,0.6,22.0,,70.0,0:00,2009
C,,10/1/2009,0.0,4.2,7.0,0.3,0.3,21.0,,69.0,0:00,2009
C,,10/20/2009,0.0,,7.0,0.25,0.25,14.5,,58.0,0:00,2009
C,,11/5/2009,0.0,,7.5,0.5,0.5,17.0,,60.0,0:00,2009
C,,11/20/2009,0.0,5.3,6.5,0.5,0.5,16.0,,58.0,0:00,2009
C,,12/1/2009,0.0,,6.5,0.5,0.5,12.0,,48.0,0:00,2009
C,,12/15/2009,2.0,6.3,6.5,0.67,0.67,11.0,,51.0,0:00,2009
D,,1/8/2009,,6.1,6.5,0.3,1.6,9.0,,46.0,0:00,2009
D,,1/27/2009,0.0,,6.5,0.6,1.5,4.0,,38.0,0:00,2009
D,,2/5/2009,0.0,9.7,6.5,0.7,1.4,2.0,,26.0,0:00,2009
D,,2/19/2009,0.0,,6.5,1.9,2.5,9.0,,56.0,0:00,2009
D,,3/5/2009,0.0,8.0,7.0,0.9,1.6,,,40.0,0:00,2009
D,,3/17/2009,,,6.5,0.7,1.6,9.0,,44.0,0:00,2009
D,,4/5/2009,0.0,6.7,6.5,0.5,1.5,14.0,,48.0,0:00,2009
D,,4/21/2009,0.0,,6.5,0.7,1.6,18.0,,63.0,0:00,2009
D,,5/7/2009,0.0,5.0,7.0,0.6,1.7,23.0,,70.0,0:00,2009
D,,5/21/2009,0.0,,6.5,0.5,1.6,22.0,,62.0,0:00,2009
D,,6/2/2009,0.0,4.0,6.5,0.7,1.5,26.0,,73.0,,2009
D,,6/23/2009,0.0,,6.5,0.7,1.6,27.0,,74.0,0:00,2009
D,,7/7/2009,0.0,4.0,6.5,1.6,1.7,26.0,,75.0,0:00,2009
D,,7/21/2009,0.0,,6.5,0.7,1.3,26.0,,73.0,0:00,2009
D,,8/4/2009,0.0,4.8,6.5,0.7,1.4,,,80.0,0:00,2009
D,,8/20/2009,0.0,,7.5,0.8,1.4,30.0,,81.0,0:00,2009
D,,9/1/2009,1.0,7.7,6.0,0.5,1.5,21.0,,70.0,0:00,2009
D,,9/17/2009,0.0,,6.5,0.5,2.6,23.0,,70.0,0:00,2009
D,,10/1/2009,0.0,3.8,6.0,1.6,1.7,20.0,,69.0,0:00,2009
D,,10/20/2009,0.0,,6.5,1.4,1.5,14.0,,58.0,0:00,2009
D,,11/5/2009,0.0,,6.5,0.1,1.5,16.0,,60.0,0:00,2009
D,,11/20/2009,0.0,6.0,6.0,0.8,1.6,15.0,,58.0,0:00,2009
D,,12/1/2009,0.0,,6.0,1.2,1.6,12.0,,48.0,0:00,2009
D,,12/15/2009,2.0,7.2,5.5,1.3,1.65,10.0,,51.0,0:00,2009
Bay,,1/8/2009,,6.1,7.0,0.15,0.7,8.5,,46.0,,2009
Bay,,1/27/2009,0.0,6.4,7.0,0.03,0.03,5.0,,38.0,0:00,2009
Bay,,2/5/2009,1.0,9.1,7.0,0.3,0.3,2.0,,26.0,0:00,2009
Bay,,2/19/2009,1.0,9.0,7.0,3.5,3.5,12.0,,55.0,0:00,2009
Bay,,3/5/2009,1.0,9.0,7.0,0.3,0.3,12.0,,40.0,0:00,2009
Bay,,3/17/2009,,6.6,7.0,0.3,0.3,9.0,,46.0,0:00,2009
Bay,,4/5/2009,0.0,7.5,7.0,0.3,0.8,15.0,,48.0,0:00,2009
Bay,,4/21/2009,0.0,6.3,7.0,0.5,0.8,,,61.0,0:00,2009
Bay,,5/7/2009,0.0,6.9,7.0,0.5,1.1,21.0,,69.0,0:00,2009
Bay,,5/21/2009,0.0,8.1,8.5,0.03,0.03,19.0,,60.0,0:00,2009
Bay,,6/2/2009,0.0,5.8,8.5,0.5,0.5,24.0,,73.0,0:00,2009
Bay,,6/23/2009,0.0,6.6,9.0,0.7,0.7,24.0,,73.0,0:00,2009
Bay,,7/7/2009,2.0,5.3,9.0,0.8,0.8,25.0,,75.0,0:00,2009
Bay,,7/21/2009,1.0,3.1,8.5,0.65,0.65,25.0,,72.0,0:00,2009
Bay,,8/4/2009,0.0,3.3,8.5,0.8,0.8,28.0,,80.0,0:00,2009
Bay,,8/20/2009,0.0,3.0,7.5,0.8,0.8,27.0,,80.0,0:00,2009
Bay,,9/1/2009,2.0,2.7,7.0,0.6,0.6,22.0,,70.0,0:00,2009
Bay,,9/17/2009,2.0,4.1,7.0,0.8,0.8,24.0,,70.0,0:00,2009
Bay,,10/1/2009,1.0,6.9,7.0,0.8,0.8,20.0,,69.0,0:00,2009
Bay,,10/20/2009,0.0,2.3,7.0,0.4,0.4,12.0,,56.0,0:00,2009
Bay,,11/5/2009,0.0,7.6,6.5,0.8,0.8,16.0,,60.0,0:00,2009
Bay,,11/20/2009,2.0,7.2,7.0,0.7,0.9,16.0,,58.0,0:00,2009
Bay,,12/1/2009,0.0,7.8,6.5,0.82,0.88,10.0,,46.0,0:00,2009
Bay,,12/15/2009,,2.0,6.3,0.7,0.8,11.0,,51.0,0:00,2009
A,,1/7/2010,,,,,,,,30.0,0:00,2010
A,,2/5/2010,,,6.5,0.7,0.9,5.0,,37.0,0:00,2010
A,,2/18/2010,,,6.0,0.9,1.1,5.0,,39.0,0:00,2010
A,,3/5/2010,0.0,,6.5,,,6.0,,40.0,0:00,2010
A,,3/16/2010,0.0,5.7,6.0,0.5,0.7,12.0,,44.0,0:00,2010
A,,4/6/2010,0.0,,6.5,0.7,0.8,21.0,,73.0,0:00,2010
A,,4/23/2010,0.0,4.0,6.5,0.5,0.6,18.0,,59.0,0:00,2010
A,,5/6/2010,0.0,,6.5,0.6,0.6,25.0,,76.0,0:00,2010
A,,5/19/2010,0.0,4.6,6.5,0.6,0.7,20.0,,59.0,0:00,2010
A,,6/1/2010,0.0,,6.5,0.5,0.5,26.0,,77.0,0:00,2010
A,,6/15/2010,0.0,4.5,6.5,0.5,0.5,29.0,,81.0,0:00,2010
A,,7/8/2010,0.0,,6.5,0.6,0.6,31.0,,82.0,0:00,2010
A,,7/20/2010,0.0,4.1,6.5,0.5,0.9,28.0,,84.0,0:00,2010
A,,8/3/2010,0.0,,7.0,0.1,0.4,29.0,,83.0,0:00,2010
A,,8/17/2010,0.0,4.2,6.5,0.8,0.9,28.0,,86.0,0:00,2010
A,,9/2/2010,0.0,,6.5,0.8,0.8,28.0,,77.0,0:00,2010
A,,9/22/2010,0.0,4.0,7.5,0.5,0.8,26.0,,75.0,0:00,2010
A,,10/14/2010,0.0,,6.5,0.2,0.9,20.0,,67.0,0:00,2010
A,,11/2/2010,0.0,,6.5,0.8,0.9,14.0,,55.0,0:00,2010
A,,11/16/2010,0.0,8.2,6.5,0.9,0.9,14.0,,60.0,0:00,2010
A,,12/7/2010,0.0,,7.0,4.5,4.5,3.0,,30.0,0:00,2010
A,,12/21/2010,,,,,,,,31.0,0:00,2010
B,,1/7/2010,,,,,,,,30.0,0:00,2010
B,,2/5/2010,,,,,,,,,,2010
B,,2/18/2010,,,,0.6,0.6,5.0,,38.0,0:00,2010
